id,name,album,album_id,artists,artist_ids,track_number,disc_number,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,year,hit,year_hit
7MXVkk9YMctZqd1Srtv4MB,Starboy,Starboy,2ODvWsOgouMbaA5xf0RkJe,"The Weeknd, Daft Punk","1Xyo4u8uXC1ZmMpatF05PJ, 4tZwfgrHOc3mvqYlEYSvVi",1,1,TRUE,0.679,0.587,7,-7.015,1,0.276,0.141,6.35e-6,0.137,0.486,186.003,230453,4,2016,1,2016
7nD9nN3jord9wWcfW3Gkcm,All In My Head (Flex) (feat. Fetty Wap),7/27 (Deluxe),0pF0oyuPNdOObniB1Ng0kW,"Fifth Harmony, Fetty Wap","1l8Fu6IkuTP0U5QetQJ5Xt, 6PXS4YHDkKvl1wkIl4V8DL",6,1,FALSE,0.689,0.791,0,-5.194,0,0.053,0.023,0,0.0526,0.755,95.04,210573,4,2016,1,2016
7py16W5fWYLFFS6BElKAjn,Tears (feat. Louisa Johnson),Tears (feat. Louisa Johnson),5J1vKkCC6aoOGZjE7YZrHE,"Clean Bandit, Louisa Johnson","6MDME20pz9RveH9rEXvrOM, 5IHqlcCbQkyhWl0KmIwgeq",1,1,FALSE,0.605,0.77,5,-3.645,0,0.0446,0.0431,0,0.159,0.298,130.037,225915,4,2016,1,2016
7soJgKhQTO8hLP2JPRkL5O,One Call Away,Nine Track Mind,3kndSWeE2IYOrZEToZrHEV,Charlie Puth,6VuMaDnrHyPL1p4EHjYLi7,1,1,FALSE,0.667,0.613,1,-5.353,1,0.0344,0.403,0,0.115,0.47,91.024,194453,4,2016,1,2016
7vRriwrloYVaoAe3a9wJHe,"i hate u, i love u (feat. olivia o'brien)",us,3L0H4RjVXpEkwfDgi3XOdf,"gnash, Olivia O'Brien","3iri9nBFs9e4wN7PLIetAw, 1QRj3hoop9Mv5VvHQkwPEp",6,1,TRUE,0.492,0.275,6,-13.4,0,0.3,0.687,0,0.101,0.18,92.6,251034,4,2016,1,2016
7xHWNBFm6ObGEQPaUxHuKO,The Greatest (feat. Kendrick Lamar),This Is Acting (Deluxe Version),2eV6DIPDnGl1idcjww6xyX,"Sia, Kendrick Lamar","5WUlDfRSoLAfcVSX1WnrxN, 2YZyLoL8N0Wb9xBt1NhZWg",14,1,FALSE,0.668,0.725,1,-6.127,1,0.266,0.0102,4.79e-4,0.0561,0.729,191.944,210227,4,2016,1,2016
7yCqehT9dKACTFy7YugP0J,You & Me,Gossip Columns,4OmqJXPhD5FOqwdg5tBsnu,"Marc E. Bassy, G-Eazy","3tQx1LPXbsYjE9VwN1Peaa, 02kJSzxNuaWGqwubyUba0Z",14,1,TRUE,0.449,0.635,1,-8.301,1,0.275,0.0413,0,0.188,0.608,84.414,218493,4,2017,1,2016
7yNX3ZFBWZoR52pbeU4Mcl,Gold,lil kiiwi,0AUG7Sa8IIiCHTW6GONdf2,Kiiara,4u5smJBskI6Adzv08PuiUP,7,1,FALSE,0.6,0.412,5,-9.343,0,0.344,0.615,0.0026,0.134,0.408,113.05,225882,5,2020,1,2016
7zsXy7vlHdItvUSH8EwQss,Cold Water,Cold Water,3Kmo85mapQ2wTaCAHBkKsK,"Major Lazer, Justin Bieber, MØ","738wLrAtLtCtFOLvQBXOXp, 1uNFoZAHBGtllmzznpCI3s, 0bdfiayQAKewqEvaU6rXCv",1,1,FALSE,0.608,0.798,6,-5.092,0,0.0432,0.0736,0,0.156,0.501,92.943,185360,4,2016,1,2016
04sN26COy28wTXYj3dMoiZ,Bored,Bored,4iyJ8i3eKbez8JXDbsHIdZ,Billie Eilish,6qqNVTkY8uBg9cP3Jd7DAH,1,1,FALSE,0.614,0.318,7,-12.695,1,0.0478,0.896,0.00239,0.0795,0.112,119.959,180933,4,2017,1,2017
0afhq8XCExXpqazXczTSve,Galway Girl,÷ (Deluxe),3T4tUhGYeRNVUGevb0wThu,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,6,1,FALSE,0.624,0.876,9,-3.374,1,0.1,0.0735,0,0.327,0.781,99.943,170827,4,2017,1,2017
0AS63m1wHv9n4VVRizK6Hc,Mercy,Illuminate (Deluxe),3wBabo4pmzsYjALMSKY7Iq,Shawn Mendes,7n2wHs1TKAczGzO7Dd2rGr,3,1,FALSE,0.555,0.662,11,-4.952,0,0.0827,0.125,0,0.111,0.356,148.128,208733,4,2017,1,2017
0CokSRCu5hZgPxcZBaEzVE,Glorious (feat. Skylar Grey),GEMINI,72qA6s4fjF8Y2VX1UDMfp2,"Macklemore, Skylar Grey","3JhNCzhSMTxs9WLGJJxWOY, 4utLUGcTvOJFr6aqIJtYWV",2,1,TRUE,0.731,0.794,0,-5.126,0,0.0522,0.0323,2.59e-5,0.112,0.356,139.994,220454,4,2017,1,2017
0dXNQ8dckG4eYfEtq9zcva,All Night,Night & Day (Night Edition),69Pj3ce9XFZUi3XuQylLKf,"The Vamps, Matoma","7gAppWoH7pcYmphCVTXkzs, 4YXycRbyyAE0wozTk7QMEq",2,1,FALSE,0.538,0.804,8,-5.194,1,0.0358,0.0041,0,0.33,0.507,144.992,197640,4,2017,1,2017
0KKkJNfGyhkQ5aFogxQAPU,That's What I Like,24K Magic,4PgleR09JVnm3zY1fW3XBA,Bruno Mars,0du5cEVh5yTK9QJze8zA0C,4,1,FALSE,0.853,0.56,1,-4.961,1,0.0406,0.013,0,0.0944,0.86,134.066,206693,4,2016,1,2017
0M9ydKzuF3oZTfYYPfaGX1,Bad and Boujee (feat. Lil Uzi Vert),Culture,4JTOxuvM2jcSqAvEZtZsOO,"Migos, Lil Uzi Vert","6oMuImdp5ZcFhWP0ESe6mG, 4O15NlyKLIASxsJ0PrXPfz",4,1,TRUE,0.926,0.666,11,-5.314,1,0.244,0.0611,0,0.123,0.168,127.079,343150,4,2017,1,2017
0mt02gJ425Xjm7c3jYkOBn,Lust For Life (with The Weeknd),Lust For Life,7xYiTrbTL57QO0bb4hXIKo,"Lana Del Rey, The Weeknd","00FQb4jTyendYWaN8pK0wa, 1Xyo4u8uXC1ZmMpatF05PJ",2,1,FALSE,0.504,0.655,0,-8.644,0,0.0542,0.604,0.00193,0.364,0.262,99.982,264066,4,2017,1,2017
0pqnGHJpmpxLKifKRmU6WP,Believer,Evolve,33pt9HBdGlAbRGBHQgsZsU,Imagine Dragons,53XhwfbYqKCa1cC15pYq2q,4,1,FALSE,0.776,0.78,10,-4.374,0,0.128,0.0622,0,0.081,0.666,124.949,204347,4,2017,1,2017
0pSBuHjILhNEo55xK1zrRt,Rolex,Rolex,1bHj528aZfYOKq0ve5AHMr,Ayo & Teo,27mFvqQj8KpjmdKIqcw1mG,1,1,FALSE,0.804,0.886,1,-2.512,1,0.04,0.0837,0,0.266,0.789,144.946,238587,4,2017,1,2017
0q75NwOoFiARAVp4EXU4Bs,Love Galore (feat. Travis Scott),Ctrl,76290XdXVF9rPzGdNRWdCh,"SZA, Travis Scott","7tYKF4w9nC0nq9CsPZTHyP, 0Y5tJX1MQlPlqiwlOH1tJY",2,1,TRUE,0.795,0.594,0,-6.2,1,0.0748,0.112,0,0.162,0.409,135.002,275080,4,2017,1,2017
0Qh38w01QRXK6KHIv0e3hb,What About Us,Beautiful Trauma,7hwhuEQT4Fp5bzwLlYZtiz,P!nk,1KCSPY1glIKqW2TotWuXOR,4,1,FALSE,0.491,0.588,1,-6.177,1,0.0506,0.0281,2.01e-6,0.0906,0.193,113.608,269600,4,2017,1,2017
0tgVpDi06FyKpA1z0VMD4v,Perfect,÷ (Deluxe),3T4tUhGYeRNVUGevb0wThu,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,5,1,FALSE,0.599,0.448,8,-6.312,1,0.0232,0.163,0,0.106,0.168,95.05,263400,3,2017,1,2017
0VgkVdmE4gld66l8iyGjgx,Mask Off,FUTURE,17FBoXK1NU2rvJBbzdzw0r,Future,1RyvyyTE3xzB2ZywiAwp0i,7,1,TRUE,0.833,0.434,2,-8.795,1,0.431,0.0102,0.0219,0.165,0.281,150.062,204600,4,2017,1,2017
0WtDGnWL2KrMCk0mI1Gpwz,Redbone,"""Awaken, My Love!""",7caGY3YPOchIO8xLvTKWN4,Childish Gambino,73sIBHcqh3Z3NyqHKZ7FOL,6,1,TRUE,0.745,0.353,1,-10.614,1,0.0983,0.174,0.00662,0.118,0.598,160.111,326933,4,2016,1,2017
0yvPEnB032fojLfVluFjUv,Sorry Not Sorry,Tell Me You Love Me,5Mu891tmjTbt64meovPSuf,Demi Lovato,6S2OmqARrzebs0tKUEyXyp,1,1,TRUE,0.706,0.643,11,-6.929,0,0.234,0.0242,0,0.262,0.885,143.931,203760,4,2017,1,2017
152lZdxL1OR0ZMW6KquMif,Location,American Teen,6kf46HbnYCZzP6rjvQHYzg,Khalid,6LuN9FCkKOj5PcnpouEgny,3,1,FALSE,0.736,0.449,1,-11.462,0,0.425,0.33,1.62e-4,0.0898,0.326,80.126,219080,4,2017,1,2017
1e1JKLEDKP7hEQzJfNAgPl,Magnolia,Playboi Carti,4rJgzzfFHAVFhCSt2P4I3j,Playboi Carti,699OTQXzgjhIYAHMy9RyPD,2,1,TRUE,0.791,0.582,11,-7.323,0,0.286,0.0114,0,0.35,0.443,162.991,181812,4,2017,1,2017
1EaKU4dMbesXXd3BrLCtYG,ELEMENT.,DAMN.,4eLPsYPBmXABThSJ821sqY,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,4,1,TRUE,0.748,0.705,4,-4.547,0,0.485,0.204,0,0.246,0.483,189.891,208733,4,2017,1,2017
1f5cbQtDrykjarZVrShaDI,Drowning (feat. Kodak Black),The Bigger Artist,3HHp5I6Q6SEyU5bkvoCtnV,"A Boogie Wit da Hoodie, Kodak Black","31W5EY0aAly4Qieq6OFu6I, 46SHBwWsqBkxI7EeeBEQG7",3,1,TRUE,0.839,0.81,5,-5.274,0,0.0568,0.501,0,0.117,0.814,129.014,209269,4,2017,1,2017
1j4kHkkpqZRBwE0A4CN4Yv,Dusk Till Dawn (feat. Sia) - Radio Edit,Dusk Till Dawn (feat. Sia) [Radio Edit],5l5gR4rh26QI3fijGFTDrp,"ZAYN, Sia","5ZsFI1h6hIdQRw2ti0hz81, 5WUlDfRSoLAfcVSX1WnrxN",1,1,FALSE,0.259,0.437,11,-6.589,0,0.0386,0.102,1.32e-6,0.106,0.0951,180.042,239000,4,2017,1,2017
1mXVgsBdtIVeCLJnSnmtdV,Too Good At Goodbyes,The Thrill Of It All (Special Edition),3TJz2UBNYJtlEly0sPeNrQ,Sam Smith,2wY79sveU1sp5g7SokKOiI,1,1,FALSE,0.681,0.372,5,-8.237,1,0.0432,0.64,0,0.169,0.476,91.873,201000,4,2017,1,2017
1nueTG77MzNkJTKQ0ZdGzT,Don't Wanna Know (feat. Kendrick Lamar),Red Pill Blues (Deluxe),3ThQ5dvf9wlqB0C7evh5nH,"Maroon 5, Kendrick Lamar","04gDigrS5kc9YWfZHwBETP, 2YZyLoL8N0Wb9xBt1NhZWg",14,1,FALSE,0.783,0.61,7,-6.124,1,0.0696,0.343,0,0.0983,0.418,100.047,214265,4,2018,1,2017
1P17dC1amhFzptugyAO7Il,Look What You Made Me Do,reputation,6DEjYFkNZh67HP7R9PSZvv,Taylor Swift,06HL4z0CvFAxyc27GXpf02,6,1,FALSE,0.766,0.709,9,-6.471,0,0.123,0.204,1.41e-5,0.126,0.506,128.07,211853,4,2017,1,2017
1PSBzsahR2AKwLJgx8ehBj,Bad Things (with Camila Cabello),bloom,3yWRq9Dd2UO5xyqxTjLDmp,"Machine Gun Kelly, Camila Cabello","6TIYQ3jFPwQSRmorSezPxX, 4nDoRrQiYLoBzwC5BhVJzF",10,1,FALSE,0.697,0.691,2,-4.757,1,0.146,0.214,0,0.185,0.305,137.853,239293,4,2017,1,2017
1rfofaqEpACxVEHIZBJe6W,Havana (feat. Young Thug),Camila,2vD3zSQr8hNlg0obNel4TE,"Camila Cabello, Young Thug","4nDoRrQiYLoBzwC5BhVJzF, 50co4Is1HCEo8bhOyUWKpn",4,1,FALSE,0.765,0.523,2,-4.333,1,0.03,0.184,3.56e-5,0.132,0.394,104.988,217307,4,2018,1,2017
1UZOjK1BwmwWU14Erba9CZ,Malibu,Younger Now,5xG9gJcs9ut3qDWezHUlsX,Miley Cyrus,5YGY8feqx7naU7z4HrwZM6,2,1,FALSE,0.573,0.781,8,-6.406,1,0.0555,0.0767,2.64e-5,0.0813,0.343,139.934,231907,4,2017,1,2017
1vnnXMrBeEWiRg3YCMCjQq,Despacito - Remix,VIDA,5C0YLr4OoRGFDaqdMQmkeH,"Luis Fonsi, Daddy Yankee, Justin Bieber","4V8Sr092TqfHkfAA5fXXqG, 4VMYDCV2IEDYJArk749S6m, 1uNFoZAHBGtllmzznpCI3s",13,1,FALSE,0.649,0.798,2,-4.346,1,0.178,0.226,0,0.0711,0.857,177.899,230413,4,2019,1,2017
1zB4vmk8tFRmM9UULNzbLB,Thunder,Evolve,33pt9HBdGlAbRGBHQgsZsU,Imagine Dragons,53XhwfbYqKCa1cC15pYq2q,10,1,FALSE,0.605,0.822,0,-4.833,1,0.0438,0.00671,0.134,0.147,0.288,167.997,187147,4,2017,1,2017
2cOUlop2ZakjOKe4WinesN,Slow Hands,Flicker (Deluxe),7ahctQBwcSxDdP0fRAPo2p,Niall Horan,1Hsdzj7Dlq2I7tHP7501T4,4,1,FALSE,0.735,0.425,0,-6.648,1,0.0464,0.011,0,0.055,0.848,85.896,188174,4,2017,1,2017
2cYqizR4lgvp4Qu6IQ3qGN,BUTTERFLY EFFECT,ASTROWORLD,41GuZcammIkupMPKH2OJ6I,Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,15,1,FALSE,0.763,0.628,11,-5.85,1,0.05,0.0531,0,0.114,0.193,140.958,190557,4,2018,1,2017
2EEeOnHehOozLq4aS0n6SL,iSpy (feat. Lil Yachty),iSpy (feat. Lil Yachty),15qLmAABocTCRBSbWWqL7K,"KYLE, Lil Yachty","4qBgvVog0wzW75IQ48mU7v, 6icQOAFXDZKsumw3YXyusw",1,1,TRUE,0.746,0.653,7,-6.745,1,0.289,0.378,0,0.229,0.672,75.016,253107,4,2016,1,2017
2ekn2ttSfGqwhhate0LSR0,New Rules,Dua Lipa (Deluxe),01sfgrNbnnPUEyz6GZYlt9,Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,10,1,FALSE,0.762,0.7,9,-6.021,0,0.0694,0.00261,1.56e-5,0.153,0.608,116.073,209320,4,2017,1,2017
2RttW7RAu5nOAfq6YFvApB,Happier,÷ (Deluxe),3T4tUhGYeRNVUGevb0wThu,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,7,1,FALSE,0.522,0.385,0,-7.355,1,0.0288,0.536,0,0.135,0.236,89.792,207520,4,2017,1,2017
2Y0iGXY6m6immVb2ktbseM,Little Dark Age,Little Dark Age,7GjVWG39IOj4viyWplJV4H,MGMT,0SwO7SWeDHJijQ3XNS7xEE,2,1,FALSE,0.705,0.712,6,-6.156,1,0.0385,0.0102,8.55e-4,0.1,0.62,97.512,299960,4,2018,1,2017
2yLa0QULdQr0qAIvVwN6B5,...Ready For It?,reputation,6DEjYFkNZh67HP7R9PSZvv,Taylor Swift,06HL4z0CvFAxyc27GXpf02,1,1,FALSE,0.613,0.764,2,-6.509,1,0.136,0.0527,0,0.197,0.417,160.015,208187,4,2017,1,2017
343YBumqHu19cGoGARUTsd,Fake Love,More Life,1lXY618HWkwYKJWBRYR4MK,Drake,3TVXtAsR1Inumwj472S9r4,20,1,TRUE,0.928,0.481,9,-9.35,0,0.287,0.105,0,0.176,0.613,134.007,210937,4,2017,1,2017
3a1lNhkSLSkpJE4MSHpDu9,Congratulations,Stoney (Deluxe),5s0rmjP8XOPhP6HhqOhuyC,"Post Malone, Quavo","246dkjvS1zLTtiykXe5h60, 0VRj0yCOv2FXJNP47XQnx5",12,1,TRUE,0.63,0.804,6,-4.183,1,0.0363,0.215,0,0.253,0.492,123.146,220293,4,2016,1,2017
3B54sVLJ402zGa6Xm4YGNe,Unforgettable,Jungle Rules,4c2p3TdN7NcQfCXyueCNnC,"French Montana, Swae Lee","6vXTefBL93Dj5IqAWq6OTv, 1zNqQNIdeOUZHb8zbZRFMX",2,1,TRUE,0.726,0.769,6,-5.043,1,0.123,0.0293,0.0101,0.104,0.733,97.985,233902,4,2017,1,2017
3dhjNA0jGA8vHBQ1VdD6vV,I Feel It Coming,Starboy,2ODvWsOgouMbaA5xf0RkJe,"The Weeknd, Daft Punk","1Xyo4u8uXC1ZmMpatF05PJ, 4tZwfgrHOc3mvqYlEYSvVi",18,1,FALSE,0.773,0.819,0,-5.946,0,0.118,0.428,0,0.0679,0.585,92.987,269187,4,2016,1,2017
3ebXMykcMXOcLeJ9xZ17XH,Scared to Be Lonely,Scared to Be Lonely,2v9rQe4F8fVSh5v8bAq0jF,"Martin Garrix, Dua Lipa","60d24wfXkVzDSfLS6hyCjZ, 6M2wZ9GZgrQXHCFfjv46we",1,1,FALSE,0.584,0.54,1,-7.786,0,0.0576,0.0895,0,0.261,0.195,137.972,220883,4,2017,1,2017
42ydLwx4i5V49RXHOozJZq,Scars To Your Beautiful,Know-It-All (Deluxe),2AGNF8r2y8HL85yVk2bwmS,Alessia Cara,2wUjUUtkb5lvLKcGKsKqsR,10,1,FALSE,0.319,0.739,0,-5.74,1,0.272,0.0285,0,0.111,0.449,194.169,230227,4,2016,1,2017
48QmG1dfvMuYLxMPt7KSRA,No Lie,Mad Love The Prequel,5xrOcCoO3jkXRjHQjfESM6,"Sean Paul, Dua Lipa","3Isy6kedDrgPYoTS1dazA9, 6M2wZ9GZgrQXHCFfjv46we",9,1,FALSE,0.742,0.882,7,-2.862,1,0.117,0.0466,0,0.206,0.463,102.04,221176,4,2018,1,2017
4BdGO1CaObRD4La9l5Zanz,Sit Next to Me,Sacred Hearts Club,5lFvZh6pCTJzr9UStebyCF,Foster The People,7gP3bB2nilZXLfPHJhMdvc,3,1,FALSE,0.638,0.738,6,-4.976,0,0.0292,0.117,3.84e-4,0.689,0.657,97.021,243147,4,2017,1,2017
4cxMGhkinTocPSVVKWIw0d,Losin Control,There's Really A Wolf,0lUL92det7mZ4DaHYmiUEC,Russ,1z7b1Pr1rSlvWRzsW3HOrS,14,1,TRUE,0.759,0.245,6,-6.545,1,0.138,0.515,1.54e-4,0.102,0.209,96.992,237507,4,2017,1,2017
4dVpf9jZjcORqGTLUaeYj9,Plain Jane,Still Striving,0tQ7Iu6EicQTPyhYRNWjaT,A$AP Ferg,5dHt1vcEm9qb8fCyLcB3HL,8,1,TRUE,0.797,0.844,11,-5.482,1,0.275,0.0651,0,0.087,0.52,170.142,173600,4,2017,1,2017
4lnAN2S1fcI0SjxEbksZVr,Fetish (feat. Gucci Mane),Fetish (feat. Gucci Mane),3x97AnoAAIBGJuqZSTtVte,"Selena Gomez, Gucci Mane","0C8ZW7ezQVs4URX5aX7Kqx, 13y7CgLHjMVRMDqxdx0Xdo",1,1,FALSE,0.708,0.618,2,-4.424,1,0.0592,0.0204,6.81e-6,0.062,0.265,123.013,186113,4,2017,1,2017
4Q3N4Ct4zCuIHuZ65E3BD4,Tunnel Vision,Painting Pictures,5mG8oNkNKM2my7t9ywra96,Kodak Black,46SHBwWsqBkxI7EeeBEQG7,10,1,TRUE,0.497,0.489,11,-7.724,0,0.294,0.0576,9.91e-5,0.122,0.231,171.853,268187,4,2017,1,2017
55n9yjI6qqXh5F2mYvUc2y,I Don’t Wanna Live Forever (Fifty Shades Darker),reputation Stadium Tour Surprise Song Playlist,1MPAXuTVL2Ej5x0JHiSPq8,"ZAYN, Taylor Swift","5ZsFI1h6hIdQRw2ti0hz81, 06HL4z0CvFAxyc27GXpf02",10,1,FALSE,0.731,0.445,0,-8.418,1,0.0533,0.0586,1.96e-5,0.14,0.106,117.97,247160,4,2017,1,2017
58zsLZPvfflaiIbNWoA22O,Human,Human (Deluxe),1rMmiDKa8V5H9yYTPAbLng,Rag'n'Bone Man,4f9iBmdUOhQWeP7dcAn1pf,1,1,FALSE,0.602,0.707,9,-4.097,1,0.302,0.393,0,0.165,0.554,75.087,200187,4,2017,1,2017
5bcTCxgc7xVfSaMV3RuVke,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Funk Wav Bounces Vol.1,2HaqChIDc5go3qxVunBDK0,"Calvin Harris, Pharrell Williams, Katy Perry, Big Sean, Funk Wav","7CajNmpbOovFoOoasH2HaY, 2RdwBSPQiwcmiDo9kixcl8, 6jJ0s89eD6GaHleKKya26X, 0c173mlxpT3dSFRgMO8XPh, 4A0TivfinfALCAMJqqjZIk",8,1,TRUE,0.893,0.745,11,-3.105,0,0.0571,0.0642,0,0.0943,0.872,101.018,223413,4,2017,1,2017
5cF0dROlMOK5uNZtivgu50,Attention,Voicenotes,0mZIUXje90JtHxPNzWsJNR,Charlie Puth,6VuMaDnrHyPL1p4EHjYLi7,2,1,FALSE,0.775,0.613,3,-4.586,0,0.0542,0.109,2.33e-5,0.134,0.797,100.066,208787,4,2018,1,2017
5eqK0tbzUPo2SoeZsov04s,Bank Account,Issa Album,4skCiJhVVSKrDOBtoFbsxU,21 Savage,1URnnhqYAYcrqrcwql10ft,2,1,TRUE,0.884,0.347,8,-8.227,0,0.35,0.015,7e-6,0.0871,0.376,75.016,220307,4,2017,1,2017
5Gu0PDLN4YJeW75PpBSg9p,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Let Me Go (with Alesso, Florida Georgia Line & watt)",3ggBBGRhkDVAu7pQRXRPXO,"Hailee Steinfeld, Alesso, Florida Georgia Line, WATT","5p7f24Rk5HkUZsaS3BLG5F, 4AVFqumd2ogHFlRbKIjp1t, 3b8QkneNDz4JHKKKlLgYZg, 4olE3I5QU0dvSR7LIpqTXc",1,1,FALSE,0.664,0.708,8,-4.154,1,0.0474,0.0337,0,0.0841,0.742,103.07,174800,4,2017,1,2017
5hTpBe8h35rJ67eAWHQsJx,Caroline,Good For You,3lajefIuUk4SfzqVBSJy8p,Aminé,3Gm5F95VdRxW3mqCn8RPBJ,3,1,TRUE,0.94,0.335,5,-10.179,0,0.505,0.17,0,0.262,0.707,120.04,209640,4,2017,1,2017
5k38wzpLb15YgncyWdTZE4,Him & I (with Halsey),The Beautiful & Damned,1VAc77UvK5wj8ZSWCo3V2b,"G-Eazy, Halsey","02kJSzxNuaWGqwubyUba0Z, 26VFTg2z8YR0cCuwLzESi2",3,1,TRUE,0.589,0.731,2,-6.343,1,0.0868,0.0534,0,0.308,0.191,87.908,268867,4,2017,1,2017
5knuzwU65gJK7IF5yJsuaW,Rockabye (feat. Sean Paul & Anne-Marie),Rockabye (feat. Sean Paul & Anne-Marie),3meZFplbMmji648oWUNEfQ,"Clean Bandit, Sean Paul, Anne-Marie","6MDME20pz9RveH9rEXvrOM, 3Isy6kedDrgPYoTS1dazA9, 1zNqDE7qDGCsyzJwohVaoX",1,1,FALSE,0.72,0.763,9,-4.068,0,0.0523,0.406,0,0.18,0.742,101.965,251088,4,2016,1,2017
5mCPDVBb16L4XQwDdbRUpz,Passionfruit,More Life,1lXY618HWkwYKJWBRYR4MK,Drake,3TVXtAsR1Inumwj472S9r4,3,1,TRUE,0.809,0.463,11,-11.377,1,0.0396,0.256,0.085,0.109,0.364,111.98,298941,4,2017,1,2017
5Ohxk2dO5COHF1krpoPigN,Sign of the Times,Harry Styles,1FZKIm3JVDCxTchXDo5jOV,Harry Styles,6KImCVD70vtIoJWnq6nGn3,2,1,FALSE,0.516,0.595,5,-4.63,1,0.0313,0.0275,0,0.109,0.222,119.972,340707,4,2017,1,2017
5oO3drDxtziYU2H1X23ZIp,Love On The Brain,ANTI (Deluxe),4UlGauD7ROb3YbVOFMgW5u,Rihanna,5pKCCKE2ajJHZ9KAiaK11H,11,1,TRUE,0.509,0.637,4,-4.83,0,0.0471,0.0717,1.08e-5,0.0789,0.378,172.006,224000,3,2016,1,2017
5tz69p7tJuGPeMGwNTxYuV,1-800-273-8255,Everybody,1HiN2YXZcc3EjmVZ4WjfBk,"Logic, Alessia Cara, Khalid","4xRYI6VqpkE3UwrDrAZL8L, 2wUjUUtkb5lvLKcGKsKqsR, 6LuN9FCkKOj5PcnpouEgny",10,1,TRUE,0.62,0.574,5,-7.788,0,0.0479,0.569,0,0.19,0.357,100.023,250173,4,2017,1,2017
5uCax9HTNlzGybIStD3vDh,Say You Won't Let Go,Back from the Edge,7oiJYvEJHsmYtrgviAVIBD,James Arthur,4IWBUUAFIplrNtaOHcJPRM,2,1,FALSE,0.358,0.557,10,-7.398,1,0.059,0.695,0,0.0902,0.494,85.043,211467,4,2016,1,2017
5uDASfU19gDxSjW8cnCaBp,Chill Bill (feat. J. Davi$ & Spooks),Chill Bill (feat. J. Davi$ & Spooks),5qBu7Ab6alstSCAzxTJMb1,"Rob $tone, J. Davi$, J Spooks","2hWs22BmQkK4czFtDLnar2, 1rs3y69kDwkIdGJcOYngQt, 36Tn5h23ysORlLKc42UXfe",1,1,TRUE,0.886,0.427,6,-10.028,1,0.145,0.0312,9.9e-4,0.0906,0.23,108.034,177184,4,2016,1,2017
5vjLSffimiIP26QG5WcN2K,Hold On,Hold On,2EfmyRWheMtmVTCIsptsLi,Chord Overstreet,5D3muNJhYYunbRkh3FKgX0,1,1,FALSE,0.618,0.443,2,-9.681,1,0.0526,0.469,0,0.0829,0.167,119.949,198853,4,2017,1,2017
5WoaF1B5XIEnWfmb5NZikf,Sky Walker (feat. Travis Scott),War & Leisure,05LEST8E8mkEIl2LRfUkcI,"Miguel, Travis Scott","360IAlyVv4PCEVjgyMZrxK, 0Y5tJX1MQlPlqiwlOH1tJY",3,1,TRUE,0.674,0.506,6,-10.532,1,0.0434,0.173,0,0.0866,0.183,145.965,259333,4,2017,1,2017
5Z3GHaZ6ec9bsiI5BenrbY,Young Dumb & Broke,American Teen,6kf46HbnYCZzP6rjvQHYzg,Khalid,6LuN9FCkKOj5PcnpouEgny,2,1,FALSE,0.799,0.539,1,-6.351,1,0.0421,0.199,1.66e-5,0.165,0.394,136.948,202547,4,2017,1,2017
64PgpLHuQK3UJ5qZ875Vei,Save That Shit,"Come Over When You're Sober, Pt. 1",6GkrA9XjOpEFkep0TIfFB8,Lil Peep,2kCcBybjl3SAtIcwdWpUe3,2,1,TRUE,0.534,0.583,2,-8.672,1,0.0288,0.0262,0,0.421,0.145,106,231547,4,2017,1,2017
6b8Be6ljOzmkOmFslEb23P,24K Magic,24K Magic,4PgleR09JVnm3zY1fW3XBA,Bruno Mars,0du5cEVh5yTK9QJze8zA0C,1,1,FALSE,0.818,0.803,1,-4.282,1,0.0797,0.034,0,0.153,0.632,106.97,225983,4,2016,1,2017
6fujklziTHa8uoM5OQSfIo,Black Beatles,SremmLife 2 (Deluxe),5v6iBhIlflzR9rEd1LAMbd,"Rae Sremmurd, Gucci Mane","7iZtZyCzp3LItcw1wtPI3D, 13y7CgLHjMVRMDqxdx0Xdo",5,1,TRUE,0.794,0.632,0,-6.163,1,0.0649,0.142,0,0.128,0.355,145.926,291893,4,2016,1,2017
6gBFPUFcJLzWGx4lenP6h2,goosebumps,Birds In The Trap Sing McKnight,42WVQWuf1teDysXiOupIZt,Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,9,1,TRUE,0.841,0.728,7,-3.37,1,0.0484,0.0847,0,0.149,0.43,130.049,243837,4,2016,1,2017
